"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","53","","useShoppingList","","useShoppingList range handling loads shopping list for second-half range","","useShoppingList range handling loads shopping list for second-half range",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService API URL Configuration should use correct API endpoint for getRecipeById","","recipeService API URL Configuration should use correct API endpoint for getRecipeById",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","54","","useShoppingList","","useShoppingList week navigation regenerates list when weekStart changes","","useShoppingList week navigation regenerates list when weekStart changes",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","2","","useRecipeModals hook","","useRecipeModals hook Multiple operations should handle opening multiple modals independently","","useRecipeModals hook Multiple operations should handle opening multiple modals independently",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","47","","recipeService","","recipeService getAllRecipes should throw error when response is not ok","","recipeService getAllRecipes should throw error when response is not ok",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService getAllRecipes should handle malformed JSON response","","recipeService getAllRecipes should handle malformed JSON response",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","55","","useRecipes hook","","useRecipes hook deleteRecipe should handle deleting non-existent recipe","","useRecipes hook deleteRecipe should handle deleting non-existent recipe",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","53","","useShoppingList","","useShoppingList range handling loads shopping list for entire range","","useShoppingList range handling loads shopping list for entire range",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","24","","useShoppingList","","useShoppingList initial state initializes with loading state","","useShoppingList initial state initializes with loading state",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","55","","useRecipes hook","","useRecipes hook addRecipe should return false and log error when adding recipe fails","","useRecipes hook addRecipe should return false and log error when adding recipe fails",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService addRecipe should handle network errors","","recipeService addRecipe should handle network errors",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","shoppingListService","","shoppingListService aggregateIngredients handles recipes with undefined common_ingredients array","","shoppingListService aggregateIngredients handles recipes with undefined common_ingredients array",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","54","","useShoppingList","","useShoppingList fetching and aggregating data filters meals for first-half range","","useShoppingList fetching and aggregating data filters meals for first-half range",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","2","","getMonday","","useMealPlanner should have error null initially","","useMealPlanner should have error null initially",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","56","","useShoppingList","","useShoppingList item management updates item by id","","useShoppingList item management updates item by id",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","0","","getMonday","","getMonday should reset hours to 00:00:00","","getMonday should reset hours to 00:00:00",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","4","","recipeService","","recipeService getAllRecipes should fetch all recipes successfully","","recipeService getAllRecipes should fetch all recipes successfully",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","shoppingListService","","shoppingListService aggregateIngredients correctly updates existing main ingredient recipe set","","shoppingListService aggregateIngredients correctly updates existing main ingredient recipe set",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","2","","useRecipeModals hook","","useRecipeModals hook Multiple operations should maintain delete confirmation state while other modals change","","useRecipeModals hook Multiple operations should maintain delete confirmation state while other modals change",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","3","","recipeService","","recipeService getAllRecipes should return correct recipe structure","","recipeService getAllRecipes should return correct recipe structure",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","2","","useShoppingList","","useShoppingList date formatting sets hours to 00:00:00 for weekStart","","useShoppingList date formatting sets hours to 00:00:00 for weekStart",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","54","","getMonday","","useMealPlanner should reload meal plan after adding entry","","useMealPlanner should reload meal plan after adding entry",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","2","","useRecipeModals hook","","useRecipeModals hook Edge cases should handle recipe with minimal data","","useRecipeModals hook Edge cases should handle recipe with minimal data",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","1","","useRecipeModals hook","","useRecipeModals hook Edge cases should handle recipe with very long name","","useRecipeModals hook Edge cases should handle recipe with very long name",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","shoppingListService","","shoppingListService aggregateIngredients preserves trimmed names for main ingredients","","shoppingListService aggregateIngredients preserves trimmed names for main ingredients",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","shoppingListService","","shoppingListService aggregateIngredients handles recipes with undefined main_ingredients array","","shoppingListService aggregateIngredients handles recipes with undefined main_ingredients array",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","2","","useRecipeModals hook","","useRecipeModals hook Add Recipe Modal should close add recipe modal","","useRecipeModals hook Add Recipe Modal should close add recipe modal",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService getRecipeById should handle malformed JSON response","","recipeService getRecipeById should handle malformed JSON response",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","54","","useRecipes hook","","useRecipes hook updateRecipe should handle updating non-existent recipe","","useRecipes hook updateRecipe should handle updating non-existent recipe",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","53","","useShoppingList","","useShoppingList item management removes item by id","","useShoppingList item management removes item by id",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","2","","useShoppingList","","useShoppingList week navigation navigates to next week","","useShoppingList week navigation navigates to next week",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","1","","mealPlanService","","mealPlanService addMealPlanEntry should return the created entry","","mealPlanService addMealPlanEntry should return the created entry",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","4","","recipeService","","recipeService getRecipeById should handle large recipe ids","","recipeService getRecipeById should handle large recipe ids",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","54","","useRecipes hook","","useRecipes hook Error recovery should not affect recipes list when add fails","","useRecipes hook Error recovery should not affect recipes list when add fails",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","56","","useShoppingList","","useShoppingList fetching and aggregating data fetches meal plan and recipes for entire week","","useShoppingList fetching and aggregating data fetches meal plan and recipes for entire week",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","0","","getMonday","","getMonday should return Monday when date is Sunday","","getMonday should return Monday when date is Sunday",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","91","","useRecipes hook","","useRecipes hook Initial state and data fetching should initialize with loading state and fetch recipes","","useRecipes hook Initial state and data fetching should initialize with loading state and fetch recipes",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","2","","useRecipeModals hook","","useRecipeModals hook Multiple operations should handle switching between different recipes in delete confirmation","","useRecipeModals hook Multiple operations should handle switching between different recipes in delete confirmation",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","1","","mealPlanService","","mealPlanService deleteMealPlanEntry should complete without error on success","","mealPlanService deleteMealPlanEntry should complete without error on success",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","shoppingListService","","shoppingListService aggregateIngredients handles multiple recipes with different quantities","","shoppingListService aggregateIngredients handles multiple recipes with different quantities",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","54","","useRecipes hook","","useRecipes hook Error recovery should not affect recipes list when delete fails","","useRecipes hook Error recovery should not affect recipes list when delete fails",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","2","","useRecipeModals hook","","useRecipeModals hook State persistence should maintain state across multiple operations","","useRecipeModals hook State persistence should maintain state across multiple operations",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","106","","useShoppingList","","useShoppingList error handling clears error and items on new attempt","","useShoppingList error handling clears error and items on new attempt",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService getRecipeById should throw error when response is not ok","","recipeService getRecipeById should throw error when response is not ok",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService deleteRecipe should handle network errors when deleting a recipe","","recipeService deleteRecipe should handle network errors when deleting a recipe",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","3","","useShoppingList","","useShoppingList Monday calculation returns previous Monday when called on other days","","useShoppingList Monday calculation returns previous Monday when called on other days",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService getRecipeById should handle zero as a valid recipe id","","recipeService getRecipeById should handle zero as a valid recipe id",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","57","","useRecipes hook","","useRecipes hook addRecipe should add a new recipe successfully","","useRecipes hook addRecipe should add a new recipe successfully",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService getRecipeById should fetch a single recipe successfully","","recipeService getRecipeById should fetch a single recipe successfully",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","62","","getMonday","","useMealPlanner should handle error when adding entry fails","","useMealPlanner should handle error when adding entry fails",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","3","","shoppingListService","","shoppingListService aggregateIngredients deduplicates common ingredients","","shoppingListService aggregateIngredients deduplicates common ingredients",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService deleteRecipe should delete a recipe successfully","","recipeService deleteRecipe should delete a recipe successfully",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","56","","useRecipes hook","","useRecipes hook updateRecipe should update a recipe successfully","","useRecipes hook updateRecipe should update a recipe successfully",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","3","","useShoppingList","","useShoppingList initial state initializes weekStart to current Monday","","useShoppingList initial state initializes weekStart to current Monday",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","0","","recipeService","","recipeService updateRecipe should handle errors when updating a recipe","","recipeService updateRecipe should handle errors when updating a recipe",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","0","","getMonday","","getMonday should return Monday when date is Saturday","","getMonday should return Monday when date is Saturday",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","2","","mealPlanService","","mealPlanService getMealPlan should return entries on success","","mealPlanService getMealPlan should return entries on success",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","56","","useRecipes hook","","useRecipes hook updateRecipe should update recipe with id 2","","useRecipes hook updateRecipe should update recipe with id 2",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","1","","useRecipeModals hook","","useRecipeModals hook Add Recipe Modal should open add recipe modal","","useRecipeModals hook Add Recipe Modal should open add recipe modal",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","0","","getMonday","","getMonday should return Monday when date is Tuesday","","getMonday should return Monday when date is Tuesday",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","54","","getMonday","","useMealPlanner should handle error when removing entry fails","","useMealPlanner should handle error when removing entry fails",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","56","","useRecipes hook","","useRecipes hook deleteRecipe should delete last remaining recipe","","useRecipes hook deleteRecipe should delete last remaining recipe",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","54","","getMonday","","useMealPlanner should load meal plan and recipes on mount","","useMealPlanner should load meal plan and recipes on mount",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService Error Logging should log different messages for getAllRecipes and getRecipeById","","recipeService Error Logging should log different messages for getAllRecipes and getRecipeById",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","shoppingListService","","shoppingListService aggregateIngredients handles ingredients without unit","","shoppingListService aggregateIngredients handles ingredients without unit",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","55","","getMonday","","useMealPlanner should add meal plan entry","","useMealPlanner should add meal plan entry",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","0","","shoppingListService","","shoppingListService aggregateIngredients returns empty array for empty recipes","","shoppingListService aggregateIngredients returns empty array for empty recipes",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","54","","useShoppingList","","useShoppingList error handling handles error when fetching meal plan fails","","useShoppingList error handling handles error when fetching meal plan fails",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService addRecipe should add a recipe successfully","","recipeService addRecipe should add a recipe successfully",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","3","","useShoppingList","","useShoppingList week navigation navigates to previous week","","useShoppingList week navigation navigates to previous week",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","53","","useShoppingList","","useShoppingList fetching and aggregating data sets items after successful aggregation","","useShoppingList fetching and aggregating data sets items after successful aggregation",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","53","","useShoppingList","","useShoppingList error handling handles error when fetching recipes fails","","useShoppingList error handling handles error when fetching recipes fails",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService getAllRecipes should handle empty recipes array","","recipeService getAllRecipes should handle empty recipes array",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","2","","useShoppingList","","useShoppingList Monday calculation returns Monday when called on Monday","","useShoppingList Monday calculation returns Monday when called on Monday",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","0","","recipeService","","recipeService API URL Configuration should use correct API endpoint for getAllRecipes","","recipeService API URL Configuration should use correct API endpoint for getAllRecipes",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService getAllRecipes should handle 404 error","","recipeService getAllRecipes should handle 404 error",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","56","","getMonday","","useMealPlanner should navigate to next week","","useMealPlanner should navigate to next week",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService updateRecipe should update a recipe successfully","","recipeService updateRecipe should update a recipe successfully",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","0","","getMonday","","getMonday should return Monday when date is Monday","","getMonday should return Monday when date is Monday",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","53","","getMonday","","useMealPlanner should handle error when loading recipes fails","","useMealPlanner should handle error when loading recipes fails",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService getRecipeById should log error with correct recipe id to console on failure","","recipeService getRecipeById should log error with correct recipe id to console on failure",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","3","","useRecipeModals hook","","useRecipeModals hook Delete Confirmation should close delete confirmation and reset state","","useRecipeModals hook Delete Confirmation should close delete confirmation and reset state",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","54","","useShoppingList","","useShoppingList fetching and aggregating data filters meals for second-half range","","useShoppingList fetching and aggregating data filters meals for second-half range",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","2","","shoppingListService","","shoppingListService aggregateIngredients aggregates common ingredients","","shoppingListService aggregateIngredients aggregates common ingredients",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","55","","useRecipes hook","","useRecipes hook deleteRecipe should delete a recipe successfully","","useRecipes hook deleteRecipe should delete a recipe successfully",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","54","","getMonday","","useMealPlanner should reload meal plan after removing entry","","useMealPlanner should reload meal plan after removing entry",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","53","","useShoppingList","","useShoppingList range handling loads shopping list for first-half range","","useShoppingList range handling loads shopping list for first-half range",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","18","","getMonday","","useMealPlanner should initialize with current week","","useMealPlanner should initialize with current week",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","3","","shoppingListService","","shoppingListService aggregateIngredients aggregates main ingredients with same name and unit","","shoppingListService aggregateIngredients aggregates main ingredients with same name and unit",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService getAllRecipes should log error to console on failure","","recipeService getAllRecipes should log error to console on failure",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","shoppingListService","","shoppingListService aggregateIngredients separates main and common ingredients","","shoppingListService aggregateIngredients separates main and common ingredients",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","53","","getMonday","","useMealPlanner should handle error when loading meal plan fails","","useMealPlanner should handle error when loading meal plan fails",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","0","","mealPlanService","","mealPlanService deleteMealPlanEntry should throw on HTTP error","","mealPlanService deleteMealPlanEntry should throw on HTTP error",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","2","","useRecipeModals hook","","useRecipeModals hook Multiple operations should handle opening and closing detail modal multiple times","","useRecipeModals hook Multiple operations should handle opening and closing detail modal multiple times",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","54","","getMonday","","useMealPlanner should handle error silently when loading recipes fails on initial load","","useMealPlanner should handle error silently when loading recipes fails on initial load",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","56","","useRecipes hook","","useRecipes hook Multiple operations should handle adding multiple recipes sequentially","","useRecipes hook Multiple operations should handle adding multiple recipes sequentially",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","7","","useRecipeModals hook","","useRecipeModals hook should initialize with default values","","useRecipeModals hook should initialize with default values",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","54","","useShoppingList","","useShoppingList date formatting formats date correctly for API calls","","useShoppingList date formatting formats date correctly for API calls",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","shoppingListService","","shoppingListService aggregateIngredients handles recipes with empty ingredient arrays","","shoppingListService aggregateIngredients handles recipes with empty ingredient arrays",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService getRecipeById should fetch recipe with different id","","recipeService getRecipeById should fetch recipe with different id",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","2","","useRecipeModals hook","","useRecipeModals hook Detail Modal should close detail modal and clear selected recipe","","useRecipeModals hook Detail Modal should close detail modal and clear selected recipe",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","1","","useRecipeModals hook","","useRecipeModals hook Edge cases should handle recipe with id 0","","useRecipeModals hook Edge cases should handle recipe with id 0",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","54","","useRecipes hook","","useRecipes hook updateRecipe should return false and log error when updating recipe fails","","useRecipes hook updateRecipe should return false and log error when updating recipe fails",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","54","","getMonday","","useMealPlanner should return undefined for non-existent entry","","useMealPlanner should return undefined for non-existent entry",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService addRecipe should throw error when response is not ok","","recipeService addRecipe should throw error when response is not ok",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","shoppingListService","","shoppingListService aggregateIngredients normalizes ingredient names and units","","shoppingListService aggregateIngredients normalizes ingredient names and units",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","57","","getMonday","","useMealPlanner should get entry by day of week and meal slot","","useMealPlanner should get entry by day of week and meal slot",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","56","","useRecipes hook","","useRecipes hook Multiple operations should handle deleting multiple recipes sequentially","","useRecipes hook Multiple operations should handle deleting multiple recipes sequentially",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","1","","recipeService","","recipeService updateRecipe should handle server errors when updating","","recipeService updateRecipe should handle server errors when updating",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","59","","useRecipes hook","","useRecipes hook Initial state and data fetching should handle fetch error and set error message","","useRecipes hook Initial state and data fetching should handle fetch error and set error message",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","53","","useShoppingList","","useShoppingList item management only updates matching item","","useShoppingList item management only updates matching item",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","55","","useRecipes hook","","useRecipes hook deleteRecipe should return false and log error when deleting recipe fails","","useRecipes hook deleteRecipe should return false and log error when deleting recipe fails",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","3","","recipeService","","recipeService getAllRecipes should handle network errors","","recipeService getAllRecipes should handle network errors",""
"passed","Thu May 14 20:49:28 UTC 2026","Thu May 14 20:49:28 UTC 2026","4","","recipeService","","recipeService deleteRecipe should handle errors when deleting a recipe","","recipeService deleteRecipe should handle errors when deleting a recipe",""
"passed","Thu May 14 20:49:31 UTC 2026","Thu May 14 20:49:31 UTC 2026","1","","useRecipeModals hook","","useRecipeModals hook Delete Confirmation should open delete confirmation with recipe details","","useRecipeModals hook Delete Confirmation should open delete confirmation with recipe details",""
"passed","Thu May 14 20:49:30 UTC 2026","Thu May 14 20:49:30 UTC 2026","57","","getMonday","","useMealPlanner should remove meal plan entry","","useMealPlanner should remove meal plan entry",""
