"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 14 21:09:34 UTC 2026","Thu May 14 21:09:34 UTC 2026","5","","ConfirmationPopup Component","","ConfirmationPopup Component should call onCancel when the cancel button is clicked","","ConfirmationPopup Component should call onCancel when the cancel button is clicked",""
"passed","Thu May 14 21:09:29 UTC 2026","Thu May 14 21:09:29 UTC 2026","17","","EditRecipeModal Component","","EditRecipeModal Component updates form data when recipe prop changes","","EditRecipeModal Component updates form data when recipe prop changes",""
"passed","Thu May 14 21:09:28 UTC 2026","Thu May 14 21:09:28 UTC 2026","14","","RecipeDetailModal Component","","RecipeDetailModal Component should display lunch emoji for lunch category","","RecipeDetailModal Component should display lunch emoji for lunch category",""
"passed","Thu May 14 21:09:25 UTC 2026","Thu May 14 21:09:25 UTC 2026","62","","Recipes Component","","Recipes Component Search Functionality should filter recipes based on search query","","Recipes Component Search Functionality should filter recipes based on search query",""
"passed","Thu May 14 21:09:32 UTC 2026","Thu May 14 21:09:32 UTC 2026","5","","RecipeCard","","RecipeCard Interactions should call onDeleteClick when delete button is clicked","","RecipeCard Interactions should call onDeleteClick when delete button is clicked",""
"passed","Thu May 14 21:09:34 UTC 2026","Thu May 14 21:09:34 UTC 2026","14","","mealPlanService","","mealPlanService getMealPlan should throw on HTTP error","","mealPlanService getMealPlan should throw on HTTP error",""
"passed","Thu May 14 21:09:28 UTC 2026","Thu May 14 21:09:28 UTC 2026","28","","MealPlanner","","MealPlanner should remove entry when remove button is clicked","","MealPlanner should remove entry when remove button is clicked",""
"passed","Thu May 14 21:09:30 UTC 2026","Thu May 14 21:09:30 UTC 2026","1","","shoppingListService","","shoppingListService aggregateIngredients normalizes ingredient names and units","","shoppingListService aggregateIngredients normalizes ingredient names and units",""
"passed","Thu May 14 21:09:28 UTC 2026","Thu May 14 21:09:28 UTC 2026","62","","RecipeDetailModal Component","","RecipeDetailModal Component should render when isOpen is true","","RecipeDetailModal Component should render when isOpen is true",""
"passed","Thu May 14 21:09:25 UTC 2026","Thu May 14 21:09:25 UTC 2026","1","","recipeService","","recipeService updateRecipe should handle errors when updating a recipe","","recipeService updateRecipe should handle errors when updating a recipe",""
"passed","Thu May 14 21:09:34 UTC 2026","Thu May 14 21:09:34 UTC 2026","68","","TopBar Component","","TopBar Component updates active tab when navigation items are clicked","","TopBar Component updates active tab when navigation items are clicked",""
"passed","Thu May 14 21:09:25 UTC 2026","Thu May 14 21:09:25 UTC 2026","30","","Recipes Component","","Recipes Component Component Lifecycle should not refetch recipes on re-render with same props","","Recipes Component Component Lifecycle should not refetch recipes on re-render with same props",""
"passed","Thu May 14 21:09:33 UTC 2026","Thu May 14 21:09:33 UTC 2026","1","","useRecipeModals hook","","useRecipeModals hook Delete Confirmation should close delete confirmation and reset state","","useRecipeModals hook Delete Confirmation should close delete confirmation and reset state",""
"passed","Thu May 14 21:09:32 UTC 2026","Thu May 14 21:09:32 UTC 2026","9","","RecipeCard","","RecipeCard Category Emojis should display breakfast emoji for breakfast category","","RecipeCard Category Emojis should display breakfast emoji for breakfast category",""
"passed","Thu May 14 21:09:26 UTC 2026","Thu May 14 21:09:26 UTC 2026","50","","AddRecipeModal Component","","AddRecipeModal Component should set foto_url to null when empty","","AddRecipeModal Component should set foto_url to null when empty",""
"passed","Thu May 14 21:09:33 UTC 2026","Thu May 14 21:09:33 UTC 2026","2","","RecipeSelectorModal","","RecipeSelectorModal should show empty message when no recipes match","","RecipeSelectorModal should show empty message when no recipes match",""
"passed","Thu May 14 21:09:34 UTC 2026","Thu May 14 21:09:34 UTC 2026","26","","TopBar Component","","TopBar Component generates correct initials for avatar placeholder","","TopBar Component generates correct initials for avatar placeholder",""
"passed","Thu May 14 21:09:32 UTC 2026","Thu May 14 21:09:32 UTC 2026","16","","ShoppingList Component","","ShoppingList Component displays item without quantity when quantity is undefined","","ShoppingList Component displays item without quantity when quantity is undefined",""
"passed","Thu May 14 21:09:29 UTC 2026","Thu May 14 21:09:29 UTC 2026","29","","EditRecipeModal Component","","EditRecipeModal Component populates form fields with recipe data","","EditRecipeModal Component populates form fields with recipe data",""
"passed","Thu May 14 21:09:32 UTC 2026","Thu May 14 21:09:32 UTC 2026","65","","ShoppingList Component","","ShoppingList Component calls navigateWeek on week navigation","","ShoppingList Component calls navigateWeek on week navigation",""
"passed","Thu May 14 21:09:34 UTC 2026","Thu May 14 21:09:34 UTC 2026","4","","TopBar Component","","TopBar Component has correct CSS classes for styling","","TopBar Component has correct CSS classes for styling",""
"passed","Thu May 14 21:09:33 UTC 2026","Thu May 14 21:09:33 UTC 2026","1","","useRecipeModals hook","","useRecipeModals hook Multiple operations should handle opening and closing detail modal multiple times","","useRecipeModals hook Multiple operations should handle opening and closing detail modal multiple times",""
"passed","Thu May 14 21:09:34 UTC 2026","Thu May 14 21:09:34 UTC 2026","51","","CalendarGrid","","CalendarGrid should render day headers","","CalendarGrid should render day headers",""
"passed","Thu May 14 21:09:26 UTC 2026","Thu May 14 21:09:26 UTC 2026","16","","AddRecipeModal Component","","AddRecipeModal Component should update prep time input","","AddRecipeModal Component should update prep time input",""
"passed","Thu May 14 21:09:34 UTC 2026","Thu May 14 21:09:34 UTC 2026","0","","mealPlanService","","mealPlanService deleteMealPlanEntry should throw on HTTP error","","mealPlanService deleteMealPlanEntry should throw on HTTP error",""
"passed","Thu May 14 21:09:32 UTC 2026","Thu May 14 21:09:32 UTC 2026","21","","ShoppingList Component","","ShoppingList Component separates main and common ingredients","","ShoppingList Component separates main and common ingredients",""
"passed","Thu May 14 21:09:34 UTC 2026","Thu May 14 21:09:34 UTC 2026","5","","TopBar Component","","TopBar Component renders avatar placeholder when no avatar provided","","TopBar Component renders avatar placeholder when no avatar provided",""
"passed","Thu May 14 21:09:25 UTC 2026","Thu May 14 21:09:25 UTC 2026","25","","Recipes Component","","Recipes Component Integration Tests should handle edit and delete operations in succession","","Recipes Component Integration Tests should handle edit and delete operations in succession",""
"passed","Thu May 14 21:09:25 UTC 2026","Thu May 14 21:09:25 UTC 2026","2","","recipeService","","recipeService getAllRecipes should return correct recipe structure","","recipeService getAllRecipes should return correct recipe structure",""
"passed","Thu May 14 21:09:28 UTC 2026","Thu May 14 21:09:28 UTC 2026","40","","MealPlanner","","MealPlanner should open recipe selector when empty cell is clicked","","MealPlanner should open recipe selector when empty cell is clicked",""
"passed","Thu May 14 21:09:33 UTC 2026","Thu May 14 21:09:33 UTC 2026","1","","useRecipeModals hook","","useRecipeModals hook Edge cases should handle recipe with very long name","","useRecipeModals hook Edge cases should handle recipe with very long name",""
"passed","Thu May 14 21:09:32 UTC 2026","Thu May 14 21:09:32 UTC 2026","11","","ShoppingList Component","","ShoppingList Component shows only main ingredients section when no common ingredients","","ShoppingList Component shows only main ingredients section when no common ingredients",""
"passed","Thu May 14 21:09:31 UTC 2026","Thu May 14 21:09:31 UTC 2026","3","","useShoppingList","","useShoppingList week navigation navigates to previous week","","useShoppingList week navigation navigates to previous week",""
"passed","Thu May 14 21:09:34 UTC 2026","Thu May 14 21:09:34 UTC 2026","5","","TopBar Component","","TopBar Component calls onMenuToggle when mobile menu button is clicked","","TopBar Component calls onMenuToggle when mobile menu button is clicked",""
"passed","Thu May 14 21:09:34 UTC 2026","Thu May 14 21:09:34 UTC 2026","1","","mealPlanService","","mealPlanService getMealPlan should return entries on success","","mealPlanService getMealPlan should return entries on success",""
"passed","Thu May 14 21:09:28 UTC 2026","Thu May 14 21:09:28 UTC 2026","12","","RecipeDetailModal Component","","RecipeDetailModal Component should display video element for non-YouTube video URL","","RecipeDetailModal Component should display video element for non-YouTube video URL",""
"passed","Thu May 14 21:09:31 UTC 2026","Thu May 14 21:09:31 UTC 2026","53","","useShoppingList","","useShoppingList error handling handles error when fetching meal plan fails","","useShoppingList error handling handles error when fetching meal plan fails",""
"passed","Thu May 14 21:09:32 UTC 2026","Thu May 14 21:09:32 UTC 2026","11","","ShoppingList Component","","ShoppingList Component renders quantity display for item without unit","","ShoppingList Component renders quantity display for item without unit",""
"passed","Thu May 14 21:09:34 UTC 2026","Thu May 14 21:09:34 UTC 2026","25","","CalendarGrid","","CalendarGrid should handle keyboard navigation on empty cells","","CalendarGrid should handle keyboard navigation on empty cells",""
"passed","Thu May 14 21:09:33 UTC 2026","Thu May 14 21:09:33 UTC 2026","0","","useRecipeModals hook","","useRecipeModals hook Delete Confirmation should open delete confirmation with recipe details","","useRecipeModals hook Delete Confirmation should open delete confirmation with recipe details",""
"passed","Thu May 14 21:09:25 UTC 2026","Thu May 14 21:09:25 UTC 2026","1","","recipeService","","recipeService getAllRecipes should log error to console on failure","","recipeService getAllRecipes should log error to console on failure",""
"passed","Thu May 14 21:09:33 UTC 2026","Thu May 14 21:09:33 UTC 2026","6","","QuickActions Component","","QuickActions Component calls onCategoryClick when a category is clicked","","QuickActions Component calls onCategoryClick when a category is clicked",""
"passed","Thu May 14 21:09:31 UTC 2026","Thu May 14 21:09:31 UTC 2026","54","","useShoppingList","","useShoppingList regenerate function can be called to regenerate list","","useShoppingList regenerate function can be called to regenerate list",""
"passed","Thu May 14 21:09:25 UTC 2026","Thu May 14 21:09:25 UTC 2026","0","","recipeService","","recipeService getRecipeById should handle zero as a valid recipe id","","recipeService getRecipeById should handle zero as a valid recipe id",""
"passed","Thu May 14 21:09:25 UTC 2026","Thu May 14 21:09:25 UTC 2026","2","","recipeService","","recipeService getAllRecipes should handle network errors","","recipeService getAllRecipes should handle network errors",""
"passed","Thu May 14 21:09:33 UTC 2026","Thu May 14 21:09:33 UTC 2026","6","","RecipeSelectorModal","","RecipeSelectorModal should clear search and show all recipes when search is cleared","","RecipeSelectorModal should clear search and show all recipes when search is cleared",""
"passed","Thu May 14 21:09:25 UTC 2026","Thu May 14 21:09:25 UTC 2026","101","","Recipes Component","","Recipes Component Delete Recipe Functionality should show delete confirmation popup when delete button is clicked","","Recipes Component Delete Recipe Functionality should show delete confirmation popup when delete button is clicked",""
"passed","Thu May 14 21:09:28 UTC 2026","Thu May 14 21:09:28 UTC 2026","20","","RecipeDetailModal Component","","RecipeDetailModal Component should display YouTube iframe for youtube.com/embed URL","","RecipeDetailModal Component should display YouTube iframe for youtube.com/embed URL",""
"passed","Thu May 14 21:09:32 UTC 2026","Thu May 14 21:09:32 UTC 2026","15","","RecipeCard","","RecipeCard Edge Cases should handle recipe with very long name","","RecipeCard Edge Cases should handle recipe with very long name",""
"passed","Thu May 14 21:09:25 UTC 2026","Thu May 14 21:09:25 UTC 2026","55","","useRecipes hook","","useRecipes hook Error recovery should not affect recipes list when delete fails","","useRecipes hook Error recovery should not affect recipes list when delete fails",""
"passed","Thu May 14 21:09:31 UTC 2026","Thu May 14 21:09:31 UTC 2026","88","","useShoppingList","","useShoppingList fetching and aggregating data fetches meal plan and recipes for entire week","","useShoppingList fetching and aggregating data fetches meal plan and recipes for entire week",""
"passed","Thu May 14 21:09:33 UTC 2026","Thu May 14 21:09:33 UTC 2026","2","","useRecipeModals hook","","useRecipeModals hook Multiple operations should maintain delete confirmation state while other modals change","","useRecipeModals hook Multiple operations should maintain delete confirmation state while other modals change",""
"passed","Thu May 14 21:09:26 UTC 2026","Thu May 14 21:09:26 UTC 2026","16","","AddRecipeModal Component","","AddRecipeModal Component should update portions input","","AddRecipeModal Component should update portions input",""
"passed","Thu May 14 21:09:25 UTC 2026","Thu May 14 21:09:25 UTC 2026","33","","Recipes Component","","Recipes Component Edit Recipe Functionality should keep recipe unchanged when update fails","","Recipes Component Edit Recipe Functionality should keep recipe unchanged when update fails",""
"passed","Thu May 14 21:09:28 UTC 2026","Thu May 14 21:09:28 UTC 2026","32","","MealPlanner","","MealPlanner Meal Plan Navigation and Display should handle error when adding meal plan entry","","MealPlanner Meal Plan Navigation and Display should handle error when adding meal plan entry",""
"passed","Thu May 14 21:09:28 UTC 2026","Thu May 14 21:09:28 UTC 2026","13","","RecipeDetailModal Component","","RecipeDetailModal Component should have correct category badge class for snack","","RecipeDetailModal Component should have correct category badge class for snack",""
"passed","Thu May 14 21:09:31 UTC 2026","Thu May 14 21:09:31 UTC 2026","13","","App Component","","App Component passes correct props to child components","","App Component passes correct props to child components",""
"passed","Thu May 14 21:09:34 UTC 2026","Thu May 14 21:09:34 UTC 2026","3","","RecipeGrid Component","","RecipeGrid Component displays empty message when no recipes are available","","RecipeGrid Component displays empty message when no recipes are available",""
"passed","Thu May 14 21:09:33 UTC 2026","Thu May 14 21:09:33 UTC 2026","10","","QuickActions Component","","QuickActions Component renders all quick action items","","QuickActions Component renders all quick action items",""
"passed","Thu May 14 21:09:28 UTC 2026","Thu May 14 21:09:28 UTC 2026","5","","RecipeDetailModal Component","","RecipeDetailModal Component should not render when isOpen is false","","RecipeDetailModal Component should not render when isOpen is false",""
"passed","Thu May 14 21:09:25 UTC 2026","Thu May 14 21:09:25 UTC 2026","25","","Recipes Component","","Recipes Component Empty State should not display search info when no recipes and no search query","","Recipes Component Empty State should not display search info when no recipes and no search query",""
"passed","Thu May 14 21:09:26 UTC 2026","Thu May 14 21:09:26 UTC 2026","33","","AddRecipeModal Component","","AddRecipeModal Component should update recipe name input","","AddRecipeModal Component should update recipe name input",""
"passed","Thu May 14 21:09:26 UTC 2026","Thu May 14 21:09:26 UTC 2026","99","","AddRecipeModal Component","","AddRecipeModal Component should call onClose when close button is clicked","","AddRecipeModal Component should call onClose when close button is clicked",""
"passed","Thu May 14 21:09:25 UTC 2026","Thu May 14 21:09:25 UTC 2026","94","","Recipes Component","","Recipes Component Delete Recipe Functionality should close delete confirmation modal after successful deletion","","Recipes Component Delete Recipe Functionality should close delete confirmation modal after successful deletion",""
"passed","Thu May 14 21:09:33 UTC 2026","Thu May 14 21:09:33 UTC 2026","3","","RecipeSelectorModal","","RecipeSelectorModal should display recipe image when foto_url is provided","","RecipeSelectorModal should display recipe image when foto_url is provided",""
"passed","Thu May 14 21:09:33 UTC 2026","Thu May 14 21:09:33 UTC 2026","1","","useRecipeModals hook","","useRecipeModals hook Multiple operations should handle switching between different recipes in delete confirmation","","useRecipeModals hook Multiple operations should handle switching between different recipes in delete confirmation",""
